"","NUMPC","TVCOLOR","INTRR","MONEYPY","TVRR","FUELRR","TOTSQFT","NHSLDMEM"
"10879",1,3,1,24,3,"Electricity",3075,2
"10880",1,3,1,9,3,"Electricity",2500,2
"10881",3,3,1,8,3,"Electricity",997,4
"10882",1,5,1,16,5,"Natural Gas",1707,4
"10883",2,4,1,21,3,"Electricity",1895,3
"10884",1,2,1,10,3,"Electricity",1680,2
"10885",1,3,1,21,5,"Natural Gas",1996,2
"10886",1,3,1,16,4,"Electricity",936,3
"10887",0,2,NA,12,3,"Electricity",978,5
"10888",0,4,NA,11,5,"Natural Gas",1657,1
"10889",3,6,1,11,3,"Natural Gas",2784,5
"10890",2,2,1,24,2,"Natural Gas",4334,2
"10891",1,2,1,15,4,"Electricity",2288,3
"10892",1,1,0,16,2,"Natural Gas",890,2
"10893",4,3,1,6,4,"Natural Gas",2573,3
"10894",2,1,1,23,4,"Electricity",976,2
"10895",3,1,1,14,2,"Natural Gas",1043,2
"10896",4,3,1,17,3,"Electricity",2432,4
"10897",0,2,NA,7,4,"Natural Gas",542,2
"10898",0,3,NA,8,4,"Natural Gas",2484,1
"10899",1,4,1,5,2,"Natural Gas",1440,3
"10900",0,1,NA,5,4,"Electricity",606,2
"10901",1,1,1,12,3,"Electricity",924,3
"10902",1,6,1,17,3,"Propane",2770,1
"10903",3,4,1,21,4,"Natural Gas",2240,5
"10904",2,2,1,23,2,"Natural Gas",854,3
"10905",1,2,1,14,2,"Natural Gas",3456,2
"10906",2,5,1,19,5,"Natural Gas",1680,7
"10907",1,3,1,24,3,"Natural Gas",4018,4
"10908",3,5,1,24,3,"Natural Gas",2304,4
"10909",1,2,0,11,3,"Electricity",750,1
"10910",0,1,NA,12,2,"Natural Gas",1315,1
"10911",2,2,1,21,3,"Natural Gas",3000,3
"10912",0,2,NA,9,3,"Natural Gas",3198,2
"10913",1,1,1,13,3,"Electricity",1610,2
"10914",1,2,1,11,3,"Electricity",1238,1
"10915",2,1,1,10,3,"Natural Gas",624,1
"10916",1,2,1,10,3,"Electricity",2112,2
"10917",1,4,1,23,3,"Natural Gas",3398,2
"10918",0,2,NA,7,5,"Natural Gas",755,2
"10919",1,4,1,19,3,"Natural Gas",2788,3
"10920",0,1,NA,8,3,"Electricity",1680,8
"10921",2,5,1,24,2,"Natural Gas",4013,3
"10922",1,2,1,20,2,"Electricity",4602,3
"10923",2,3,1,23,2,"Propane",4128,4
"10924",0,4,NA,4,4,"Electricity",1456,5
"10925",2,3,1,7,3,"Electricity",2612,3
"10926",0,3,NA,10,2,"Natural Gas",811,6
"10927",0,2,NA,4,1,"Natural Gas",712,1
"10928",2,1,1,22,3,"Natural Gas",3945,2
"10929",7,3,1,12,3,"Propane",2108,6
"10930",0,3,NA,7,4,"Electricity",661,2
"10931",1,7,1,24,3,"Fuel Oil",5262,2
"10932",2,3,1,11,3,"Natural Gas",3104,4
"10933",1,3,1,9,4,"Electricity",1512,1
"10934",1,4,1,14,4,"Natural Gas",5219,2
"10935",0,1,NA,12,5,"Electricity",853,3
"10936",1,4,1,11,5,"Electricity",684,5
"10937",1,3,1,11,3,"Natural Gas",2278,2
"10938",0,3,NA,9,4,"Natural Gas",1552,5
"10939",0,2,NA,6,3,"Electricity",1044,2
"10940",1,1,1,23,2,"Natural Gas",4144,2
"10941",1,3,0,5,5,"Natural Gas",938,1
"10942",1,1,1,13,2,"Electricity",618,1
"10943",1,3,1,16,3,"Natural Gas",1232,5
"10944",0,1,NA,7,5,"Natural Gas",1575,1
"10945",7,4,1,23,3,"Natural Gas",1710,4
"10946",1,4,1,3,2,"Electricity",1194,4
"10947",2,4,1,24,5,"Propane",3025,3
"10948",1,3,1,17,3,"Electricity",2016,4
"10949",1,4,1,10,4,"Electricity",1500,5
"10950",1,4,0,13,3,"Electricity",1285,6
"10951",1,3,1,19,3,"Natural Gas",3581,5
"10952",2,4,1,24,2,"Natural Gas",2126,2
"10953",2,5,1,24,4,"Natural Gas",2552,2
"10954",0,1,NA,6,2,"Propane",672,1
"10955",4,2,1,14,2,"Natural Gas",4192,4
"10956",2,5,1,9,2,"Electricity",2340,7
"10957",0,2,NA,15,3,"Natural Gas",1144,2
"10958",3,0,1,23,NA,"Electricity",3280,2
"10959",1,2,1,15,2,"Electricity",3360,4
"10960",1,2,1,12,5,"Electricity",1331,4
"10961",1,2,1,10,3,"Electricity",2345,2
"10962",0,4,NA,6,3,"Natural Gas",1410,2
"10963",0,1,NA,7,3,"Electricity",1280,2
"10964",1,3,1,7,5,"Natural Gas",1872,3
"10965",1,0,0,2,NA,"Natural Gas",790,1
"10966",1,3,1,7,3,"Natural Gas",2200,1
"10967",0,1,NA,24,5,"Natural Gas",3400,2
"10968",0,2,NA,9,4,"Natural Gas",675,1
"10969",1,5,1,11,3,"Natural Gas",2752,4
"10970",4,4,1,24,2,"Electricity",2183,4
"10971",1,3,0,8,5,"Electricity",1440,4
"10972",1,3,1,6,4,"Electricity",915,3
"10973",1,3,0,7,4,"Electricity",1809,5
"10974",0,4,NA,5,2,"Electricity",1792,2
"10975",3,10,1,22,3,"Fuel Oil",2828,5
"10976",1,3,0,8,5,"Electricity",2184,2
"10977",1,2,1,5,3,"Electricity",1177,3
"10978",3,2,1,18,1,"Electricity",2907,3
"10979",1,3,1,19,4,"Electricity",2400,2
"10980",2,3,1,16,3,"Propane",4050,2
"10981",2,4,1,10,4,"Electricity",1792,2
"10982",1,3,1,24,2,"Electricity",5916,4
"10983",1,1,1,1,2,"Electricity",1406,1
"10984",1,2,1,11,3,"Natural Gas",1292,2
"10985",1,2,1,24,3,"Natural Gas",2700,2
"10986",0,1,NA,4,2,"Electricity",1350,4
"10987",1,2,1,6,2,"Natural Gas",1800,2
"10988",1,2,1,7,2,"Natural Gas",3305,1
"10989",3,4,1,24,3,"Natural Gas",3429,4
"10990",0,1,NA,6,5,"Natural Gas",552,1
"10991",1,4,1,24,3,"Natural Gas",2728,5
"10992",5,2,1,2,1,"Natural Gas",816,3
"10993",1,3,1,17,4,"Propane",2784,6
"10994",0,2,NA,7,5,"Electricity",672,1
"10995",1,2,1,8,5,"Natural Gas",1536,2
"10996",2,4,1,4,3,"Natural Gas",986,3
"10997",0,1,NA,10,2,"Natural Gas",408,1
"10998",1,4,1,22,3,"Electricity",1158,5
"10999",1,3,1,13,2,"Electricity",4320,4
"11000",1,1,1,8,4,"Electricity",1800,1
"11001",1,1,0,4,5,"Natural Gas",930,3
"11002",4,2,1,10,5,"Natural Gas",702,3
"11003",1,5,1,11,5,"Electricity",3918,2
"11004",1,2,1,12,3,"Natural Gas",1590,2
"11005",1,2,1,23,3,"Electricity",2076,2
"11006",1,2,1,13,3,"Electricity",1431,2
"11007",2,3,1,8,1,"Natural Gas",1927,1
"11008",0,3,NA,5,5,"Electricity",2499,1
"11009",2,5,1,20,3,"Natural Gas",2842,4
"11010",2,3,1,11,4,"Natural Gas",920,3
"11011",1,2,1,11,2,"Electricity",2320,5
"11012",0,1,NA,5,1,"Natural Gas",433,1
"11013",3,2,1,6,2,"Electricity",1017,3
"11014",1,4,1,12,4,"Electricity",1040,4
"11015",6,4,1,22,3,"Natural Gas",6534,4
"11016",2,4,1,23,3,"Natural Gas",3234,3
"11017",3,5,1,22,3,"Natural Gas",2286,6
"11018",2,5,1,24,2,"Natural Gas",4472,4
"11019",0,5,NA,4,5,"Natural Gas",1169,6
"11020",0,2,NA,5,4,"Electricity",672,2
"11021",1,2,1,16,2,"Natural Gas",1979,2
"11022",3,3,1,23,4,"Natural Gas",2106,3
"11023",1,1,1,17,3,"Natural Gas",382,1
"11024",1,3,1,12,3,"Natural Gas",1269,3
"11025",0,2,NA,8,3,"Natural Gas",625,2
"11026",0,2,NA,7,3,"Natural Gas",1093,2
"11027",0,3,NA,2,4,"Electricity",1311,2
"11028",0,2,NA,6,3,"Electricity",594,4
"11029",0,2,NA,11,3,"Natural Gas",2028,1
"11030",5,3,1,2,2,"Natural Gas",1284,5
"11031",3,3,1,24,3,"Natural Gas",4730,4
"11032",2,2,1,23,2,"Natural Gas",2359,2
"11033",0,1,NA,6,4,"Electricity",980,2
"11034",2,5,1,9,5,"Natural Gas",3696,4
"11035",1,3,1,18,3,"Natural Gas",3072,3
"11036",2,1,1,12,3,"Electricity",711,1
"11037",0,2,NA,5,3,"Natural Gas",800,1
"11038",1,2,1,13,2,"Natural Gas",2430,5
"11039",1,3,1,24,2,"Fuel Oil",3360,4
"11040",1,5,1,16,3,"Natural Gas",4107,2
"11041",0,2,NA,9,2,"Electricity",1832,1
"11042",0,1,NA,10,1,"Electricity",1172,1
"11043",2,3,1,14,4,"Natural Gas",1968,4
"11044",4,8,1,24,2,"Natural Gas",2018,4
"11045",0,1,NA,15,3,"Natural Gas",1368,2
"11046",0,3,NA,6,4,"Electricity",976,1
"11047",3,2,1,23,3,"Natural Gas",3038,3
"11048",1,1,1,24,1,"Natural Gas",4550,1
"11049",1,3,1,20,5,"Electricity",1300,4
"11050",2,2,1,18,3,"Electricity",815,3
"11051",2,4,1,13,4,"Natural Gas",2240,3
"11052",2,4,1,22,3,"Natural Gas",1912,4
"11053",1,2,1,11,4,"Electricity",2295,1
"11054",2,1,1,19,3,"Natural Gas",2068,1
"11055",2,2,1,4,3,"Electricity",2209,4
"11056",0,3,NA,6,4,"Natural Gas",1728,3
"11057",3,1,1,5,3,"Electricity",705,1
"11058",0,3,NA,9,4,"Electricity",731,1
"11059",0,3,NA,6,3,"Natural Gas",2400,1
"11060",1,1,1,5,2,"Natural Gas",1330,2
"11061",1,5,0,13,3,"Electricity",1344,6
"11062",0,3,NA,7,4,"Natural Gas",1843,2
"11063",3,3,0,14,5,"Electricity",1680,3
"11064",1,3,1,11,4,"Electricity",1664,2
"11065",2,1,1,8,1,"Electricity",739,2
"11066",1,4,1,11,3,"Electricity",796,1
"11067",3,2,1,23,2,"Electricity",782,3
"11068",1,3,1,11,3,"Electricity",2340,1
"11069",3,1,1,15,1,"Natural Gas",3419,6
"11070",2,7,1,24,2,"Natural Gas",4159,4
"11071",2,2,1,17,2,"Natural Gas",2232,2
"11072",2,4,1,11,5,"Electricity",2279,2
"11073",3,2,1,20,3,"Electricity",2894,4
"11074",0,2,NA,1,4,"Electricity",875,2
"11075",3,3,1,24,3,"Natural Gas",1500,2
"11076",0,1,NA,8,2,"Natural Gas",1400,1
"11077",0,2,NA,7,2,"Natural Gas",784,4
"11078",1,1,1,5,5,"Electricity",684,7
"11079",2,2,1,9,2,"Propane",4224,2
"11080",1,6,1,12,3,"Fuel Oil",5962,6
"11081",1,2,1,10,4,"Natural Gas",2304,2
"11082",0,2,NA,5,5,"Electricity",825,2
"11083",1,3,1,13,4,"Electricity",1008,4
"11084",2,6,1,24,3,"Natural Gas",4992,5
"11085",1,3,1,13,4,"Natural Gas",2693,2
"11086",3,3,1,24,2,"Natural Gas",4750,3
"11087",1,1,1,12,3,"Propane",2396,1
"11088",2,1,1,6,2,"Electricity",1605,3
"11089",5,4,1,24,2,"Natural Gas",4408,5
"11090",1,3,1,19,3,"Electricity",5783,2
"11091",1,1,1,24,1,"Electricity",1120,1
"11092",1,2,1,11,2,"Natural Gas",1313,2
"11093",4,4,1,23,3,"Natural Gas",1705,7
"11094",1,0,1,3,NA,"Electricity",721,1
"11095",1,5,1,24,3,"Propane",4600,3
"11096",0,1,NA,8,2,"Natural Gas",1186,2
"11097",1,2,1,12,3,"Natural Gas",2360,1
"11098",0,1,NA,2,3,"Natural Gas",929,3
"11099",2,4,1,23,3,"Electricity",8258,2
"11100",1,2,1,23,3,"Electricity",2445,2
"11101",1,3,1,7,3,"Electricity",1271,4
"11102",2,5,1,24,3,"Fuel Oil",3750,4
"11103",1,3,1,19,3,"Electricity",1860,4
"11104",1,3,1,13,3,"Electricity",1440,3
"11105",1,2,1,12,3,"Natural Gas",982,3
"11106",1,6,1,10,3,"Natural Gas",2948,4
"11107",0,1,NA,15,3,"Natural Gas",3564,2
"11108",0,2,NA,3,4,"Natural Gas",500,1
"11109",3,3,1,12,4,"Natural Gas",1400,4
"11110",1,3,1,9,4,"Electricity",1344,1
"11111",1,3,1,5,4,"Electricity",1806,5
"11112",1,2,1,10,2,"Electricity",1720,2
"11113",0,2,NA,10,4,"Electricity",1066,3
"11114",1,1,1,11,3,"Natural Gas",1836,1
"11115",2,3,1,24,2,"Natural Gas",2727,4
"11116",2,4,1,16,2,"Natural Gas",3059,4
"11117",1,2,1,10,3,"Natural Gas",2840,5
"11118",1,1,1,24,3,"Natural Gas",2560,2
"11119",0,1,NA,4,2,"Electricity",921,1
"11120",1,3,1,12,4,"Electricity",2187,4
"11121",2,3,1,20,1,"Electricity",1848,3
"11122",2,5,1,11,4,"Natural Gas",1894,7
"11123",2,2,1,12,3,"Electricity",2000,1
"11124",3,3,1,22,4,"Natural Gas",2082,2
"11125",0,1,NA,11,2,"Electricity",992,1
"11126",2,2,1,23,2,"Natural Gas",3520,2
"11127",7,5,1,24,3,"Electricity",3221,1
"11128",1,2,1,10,4,"Electricity",725,2
"11129",1,1,1,13,5,"Natural Gas",2388,1
"11130",2,3,1,10,2,"Natural Gas",890,5
"11131",1,3,0,4,3,"Natural Gas",731,1
"11132",1,2,1,24,3,"Electricity",2272,2
"11133",1,3,1,17,4,"Electricity",2056,4
"11134",1,1,1,2,4,"Electricity",924,2
"11135",0,2,NA,6,3,"Electricity",1051,1
"11136",3,6,1,24,2,"Natural Gas",4952,4
"11137",2,4,1,24,4,"Natural Gas",3780,3
"11138",0,2,NA,1,3,"Electricity",956,1
"11139",1,1,1,12,1,"Natural Gas",2150,1
"11140",2,3,1,12,4,"Natural Gas",4116,3
"11141",1,1,1,11,3,"Electricity",1190,3
"11142",1,2,0,9,3,"Fuel Oil",3069,4
"11143",1,5,1,13,5,"Natural Gas",3636,3
"11144",0,3,NA,1,5,"Electricity",861,5
"11145",1,4,1,19,3,"Natural Gas",2768,5
"11146",6,6,1,11,3,"Natural Gas",5292,4
"11147",1,2,1,17,3,"Propane",4634,2
"11148",1,4,1,6,5,"Natural Gas",2475,3
"11149",3,3,1,15,2,"Electricity",864,3
"11150",2,3,1,22,1,"Propane",6184,1
"11151",4,2,1,24,2,"Natural Gas",4269,2
"11152",2,7,1,14,3,"Natural Gas",4045,5
"11153",2,4,1,20,4,"Fuel Oil",2094,4
"11154",1,2,1,12,2,"Natural Gas",4648,5
"11155",4,3,1,4,4,"Fuel Oil",2952,2
"11156",1,1,1,8,5,"Electricity",4554,2
"11157",1,1,1,15,3,"Natural Gas",1815,2
"11158",1,4,1,19,4,"Electricity",2025,3
"11159",1,3,1,9,4,"Electricity",875,2
"11160",1,3,1,12,2,"Electricity",1219,4
"11161",1,2,0,24,3,"Electricity",6059,1
"11162",2,2,1,18,1,"Fuel Oil",2652,3
"11163",2,4,1,11,3,"Natural Gas",2236,2
"11164",2,2,1,22,4,"Natural Gas",2805,2
"11165",2,5,1,23,3,"Natural Gas",1604,3
"11166",2,6,1,22,1,"Natural Gas",3149,4
"11167",4,2,1,19,1,"Natural Gas",2921,4
"11168",1,3,1,24,3,"Natural Gas",2176,5
"11169",1,1,1,13,3,"Electricity",2647,6
"11170",2,2,1,18,4,"Natural Gas",1610,7
"11171",0,2,NA,11,4,"Electricity",2043,2
"11172",2,1,1,7,4,"Natural Gas",726,5
"11173",2,1,1,5,4,"Electricity",761,1
"11174",1,2,0,13,3,"Electricity",1078,3
"11175",1,3,1,23,2,"Natural Gas",1283,2
"11176",0,1,NA,13,3,"Electricity",1000,4
"11177",2,3,1,8,2,"Natural Gas",2222,5
"11178",1,3,1,7,2,"Natural Gas",976,2
"11179",1,1,1,8,5,"Natural Gas",2274,2
"11180",1,1,0,6,2,"Natural Gas",2784,1
"11181",2,1,1,19,2,"Natural Gas",2204,1
"11182",2,5,1,17,3,"Natural Gas",1935,1
"11183",1,4,1,6,3,"Natural Gas",2738,6
"11184",0,3,NA,18,4,"Natural Gas",2500,3
"11185",2,1,0,23,5,"Natural Gas",806,2
"11186",1,2,1,12,4,"Fuel Oil",2355,2
"11187",1,1,1,9,2,"Electricity",5504,2
"11188",1,2,1,1,3,"Fuel Oil",750,1
"11189",1,3,1,10,3,"Natural Gas",1242,3
"11190",1,2,0,18,5,"Natural Gas",769,2
"11191",1,4,1,8,3,"Propane",680,4
"11192",1,4,1,16,4,"Electricity",1740,3
"11193",2,2,1,17,3,"Electricity",968,3
"11194",3,4,1,17,5,"Natural Gas",2832,3
"11195",2,4,1,24,2,"Fuel Oil",2754,5
"11196",0,2,NA,8,4,"Electricity",1041,4
"11197",1,2,1,23,2,"Natural Gas",4017,4
"11198",2,2,1,4,3,"Natural Gas",420,3
"11199",1,3,1,15,5,"Electricity",1512,3
"11200",3,4,1,24,3,"Natural Gas",2351,2
"11201",1,5,1,12,3,"Electricity",2989,2
"11202",1,3,1,12,4,"Natural Gas",989,1
"11203",1,5,1,22,3,"Fuel Oil",1985,3
"11204",1,4,1,10,4,"Natural Gas",2025,2
"11205",3,2,1,20,2,"Electricity",1120,2
"11206",1,3,1,14,4,"Natural Gas",4809,2
"11207",0,1,NA,6,3,"Electricity",2380,1
"11208",1,4,0,5,4,"Natural Gas",3520,6
"11209",4,4,1,21,3,"Natural Gas",1217,3
"11210",1,1,0,10,1,"Natural Gas",1346,1
"11211",2,2,1,12,2,"Electricity",6440,2
"11212",0,1,NA,1,2,"Natural Gas",3750,2
"11213",2,3,1,23,3,"Propane",4940,3
"11214",1,2,1,16,3,"Fuel Oil",8044,3
"11215",1,2,1,16,2,"Natural Gas",949,1
"11216",3,2,1,14,2,"Electricity",2562,4
"11217",3,5,1,12,2,"Fuel Oil",3166,4
"11218",1,2,1,12,4,"Natural Gas",1675,2
"11219",1,1,1,5,2,"Natural Gas",532,1
"11220",0,2,NA,6,5,"Natural Gas",624,2
"11221",3,5,1,19,4,"Natural Gas",4887,4
"11222",2,3,1,3,4,"Electricity",1339,4
"11223",1,4,1,19,4,"Electricity",2030,2
"11224",1,4,1,4,5,"Electricity",625,1
"11225",3,2,1,10,5,"Natural Gas",848,5
"11226",1,2,1,24,3,"Natural Gas",5089,2
"11227",2,2,1,8,3,"Electricity",2640,5
"11228",2,3,1,20,5,"Electricity",1726,2
"11229",1,2,1,16,3,"Electricity",2078,3
"11230",2,1,1,11,4,NA,235,2
"11231",1,1,1,11,3,"Natural Gas",2925,2
"11232",2,1,1,13,2,"Natural Gas",1546,4
"11233",1,1,0,10,4,"Natural Gas",1216,1
"11234",2,3,1,24,3,"Electricity",3020,4
"11235",1,3,1,7,4,"Electricity",2816,2
"11236",0,3,NA,8,3,"Natural Gas",1744,4
"11237",3,6,1,19,3,"Natural Gas",2817,5
"11238",0,2,NA,5,2,"Natural Gas",1454,2
"11239",3,3,1,17,3,"Electricity",2730,3
"11240",1,2,1,12,2,"Electricity",959,1
"11241",0,2,NA,4,4,"Electricity",780,1
"11242",0,4,NA,8,4,"Natural Gas",2872,4
"11243",0,3,NA,1,5,"Electricity",3069,1
"11244",1,4,1,19,3,"Natural Gas",4062,1
"11245",1,4,1,17,3,"Natural Gas",2319,2
"11246",5,6,1,16,5,"Propane",6240,5
"11247",3,7,1,24,3,"Natural Gas",7439,6
"11248",2,5,1,15,2,"Electricity",2824,2
"11249",2,2,1,13,2,"Fuel Oil",3420,2
"11250",3,5,1,19,5,"Electricity",3782,6
"11251",2,5,1,24,3,"Electricity",4538,3
"11252",1,1,1,22,2,"Electricity",2004,3
"11253",1,5,1,24,4,"Electricity",3480,2
"11254",1,5,1,20,2,"Natural Gas",2882,2
"11255",1,2,1,3,3,"Natural Gas",1612,2
"11256",1,3,1,24,2,"Propane",4753,2
"11257",0,2,NA,10,2,"Natural Gas",1580,3
"11258",1,1,1,15,1,"Electricity",3036,1
"11259",2,4,1,12,3,"Natural Gas",2511,3
"11260",0,5,NA,24,2,"Natural Gas",3224,3
"11261",4,2,1,12,3,"Natural Gas",473,1
"11262",0,5,NA,4,5,"Natural Gas",2104,3
"11263",1,4,0,4,5,"Electricity",1053,5
"11264",1,4,1,24,3,"Electricity",3876,2
"11265",2,2,1,12,3,"Natural Gas",3024,5
"11266",3,5,1,17,3,"Natural Gas",2350,3
"11267",2,4,1,24,3,"Natural Gas",3200,3
"11268",1,2,1,15,4,"Electricity",1756,2
"11269",1,3,1,11,3,"Natural Gas",2724,1
"11270",0,1,NA,13,2,"Natural Gas",2444,1
"11271",0,2,NA,9,3,"Electricity",3600,2
"11272",4,2,1,17,1,"Natural Gas",2658,3
"11273",0,3,NA,13,3,"Natural Gas",1109,5
"11274",1,3,1,12,2,"Natural Gas",2446,6
"11275",1,4,1,15,4,"Electricity",1855,4
"11276",1,4,1,11,2,"Natural Gas",2506,2
"11277",1,2,1,5,4,"Electricity",442,1
"11278",2,6,1,18,3,"Electricity",2474,4
"11279",1,3,1,12,4,"Natural Gas",1780,2
"11280",0,2,NA,7,3,"Natural Gas",1680,1
"11281",2,2,1,13,2,"Natural Gas",3672,3
"11282",3,5,1,24,3,"Natural Gas",2592,6
"11283",1,3,0,8,5,"Natural Gas",2700,3
"11284",1,2,1,4,3,"Natural Gas",2030,4
"11285",2,3,1,9,3,"Natural Gas",3973,5
"11286",3,4,1,16,3,"Fuel Oil",3392,5
"11287",5,5,1,23,2,"Natural Gas",2417,3
"11288",1,2,1,5,2,"Propane",1606,3
"11289",2,1,1,22,3,"Natural Gas",4364,2
"11290",1,3,1,13,2,"Electricity",3240,3
"11291",0,2,NA,7,5,"Fuel Oil",698,1
"11292",1,0,0,7,NA,"Electricity",1876,1
"11293",2,3,1,1,3,"Natural Gas",2204,2
"11294",1,2,1,8,2,"Electricity",980,1
"11295",0,4,NA,9,4,"Natural Gas",960,6
"11296",1,2,1,12,1,"Natural Gas",1287,1
"11297",2,2,1,24,2,"Natural Gas",1296,2
"11298",1,2,1,4,5,"Propane",1343,2
"11299",1,3,1,10,2,"Electricity",1113,4
"11300",3,5,1,21,3,"Natural Gas",2801,4
"11301",2,1,1,12,1,"Natural Gas",803,2
"11302",2,5,1,22,4,"Electricity",1782,5
"11303",1,2,1,9,4,"Natural Gas",929,3
"11304",1,2,1,9,3,"Natural Gas",970,2
"11305",2,3,1,2,3,"Electricity",1047,2
"11306",1,4,1,1,3,"Natural Gas",5136,3
"11307",1,2,1,8,3,"Electricity",1040,1
"11308",3,2,1,9,4,"Electricity",1680,2
"11309",0,3,NA,21,3,"Wood",3840,4
"11310",0,3,NA,12,4,"Electricity",814,4
"11311",3,5,1,23,2,"Natural Gas",2025,2
"11312",1,3,1,24,4,"Electricity",1820,2
"11313",4,3,1,19,3,"Natural Gas",3132,3
"11314",2,2,1,21,3,"Natural Gas",1551,2
"11315",2,5,1,4,3,"Natural Gas",3116,2
"11316",1,5,1,17,5,"Electricity",3034,3
"11317",4,4,1,18,4,"Electricity",3364,5
"11318",2,1,1,13,5,"Electricity",1289,2
"11319",3,2,1,7,4,"Natural Gas",747,3
"11320",0,2,NA,9,2,"Natural Gas",2216,1
"11321",0,4,NA,5,3,"Natural Gas",1398,9
"11322",3,2,1,18,2,"Natural Gas",4006,4
"11323",1,1,1,8,1,"Electricity",854,1
"11324",1,1,1,11,2,"Electricity",4640,5
"11325",2,2,1,24,4,"Natural Gas",1650,3
"11326",1,1,0,7,5,"Fuel Oil",540,1
"11327",4,1,1,7,3,"Electricity",1962,4
"11328",1,2,1,6,2,"Natural Gas",700,3
"11329",1,4,1,11,5,"Natural Gas",3470,3
"11330",2,1,1,10,3,"Electricity",680,1
"11331",1,3,1,24,4,"Natural Gas",3597,4
"11332",1,3,1,23,3,"Propane",2661,4
"11333",0,3,NA,11,3,"Natural Gas",600,4
"11334",0,3,NA,5,5,"Electricity",1190,4
"11335",1,1,1,17,3,"Natural Gas",2812,5
"11336",1,2,1,18,3,"Natural Gas",980,2
"11337",0,3,NA,1,5,"Electricity",845,4
"11338",2,1,1,18,2,"Electricity",2803,3
"11339",0,1,NA,6,3,"Electricity",404,4
"11340",2,1,1,21,2,"Electricity",2660,2
"11341",0,3,NA,8,3,"Electricity",1840,1
"11342",0,2,NA,1,2,"Electricity",720,2
"11343",0,1,NA,10,3,"Electricity",896,3
"11344",1,4,1,5,4,"Electricity",2805,5
"11345",0,1,NA,8,1,"Natural Gas",1236,2
"11346",1,1,1,11,3,"Natural Gas",3150,5
"11347",1,2,0,3,3,"Natural Gas",1493,2
"11348",5,3,1,20,2,"Natural Gas",3682,5
"11349",1,2,1,14,2,"Natural Gas",2458,2
"11350",0,2,NA,6,3,"Natural Gas",924,1
"11351",5,2,1,24,2,"Natural Gas",5579,4
"11352",1,1,1,13,1,"Natural Gas",750,1
"11353",1,2,1,16,2,"Electricity",2126,4
"11354",1,3,1,16,3,"Natural Gas",1369,4
"11355",1,1,1,16,1,"Natural Gas",1897,1
"11356",4,5,1,11,5,"Natural Gas",2912,7
"11357",0,1,NA,13,3,"Electricity",642,2
"11358",0,2,NA,9,4,"Natural Gas",430,5
"11359",1,2,1,7,5,"Natural Gas",1712,2
"11360",1,1,0,4,5,"Natural Gas",849,3
"11361",1,2,1,11,2,"Natural Gas",1760,3
"11362",0,4,NA,10,3,"Natural Gas",1161,4
"11363",1,2,1,24,3,"Electricity",1610,1
"11364",2,3,1,10,5,"Electricity",2250,2
"11365",2,3,1,15,3,"Natural Gas",1620,2
"11366",0,2,NA,5,5,"Electricity",462,3
"11367",2,2,1,21,2,"Natural Gas",1675,2
"11368",0,1,NA,12,2,"Natural Gas",1465,1
"11369",1,2,0,8,4,"Natural Gas",768,1
"11370",1,4,1,12,4,"Natural Gas",1819,5
"11371",1,4,0,10,3,"Electricity",1920,1
"11372",1,3,1,24,3,"Natural Gas",2700,2
"11373",1,3,1,14,2,"Natural Gas",1740,3
"11374",1,3,1,12,3,"Natural Gas",1700,3
"11375",0,3,NA,4,2,"Electricity",1786,2
"11376",2,3,1,24,2,"Propane",6007,4
"11377",2,7,1,15,3,"Natural Gas",4638,5
"11378",1,3,1,12,3,"Electricity",2192,4
"11379",2,2,1,16,3,"Natural Gas",1548,2
"11380",0,2,NA,5,3,"Natural Gas",750,1
"11381",1,2,1,6,3,"Electricity",1590,1
"11382",2,2,1,8,5,"Natural Gas",1240,2
"11383",2,1,1,17,3,"Natural Gas",385,2
"11384",1,3,1,3,2,"Electricity",812,4
"11385",3,1,1,24,2,"Natural Gas",815,2
"11386",1,2,1,5,5,"Electricity",684,2
"11387",2,2,1,24,2,"Natural Gas",970,2
"11388",1,2,1,24,2,"Natural Gas",2557,4
"11389",3,6,1,19,3,"Natural Gas",2961,4
"11390",1,1,1,12,1,"Natural Gas",1826,4
"11391",0,2,NA,6,4,"Electricity",1078,7
"11392",1,2,0,3,2,"Electricity",1099,2
"11393",4,2,1,19,2,"Natural Gas",3352,3
"11394",2,3,1,11,3,"Natural Gas",3478,2
"11395",0,2,NA,9,2,"Electricity",1103,1
"11396",4,2,1,17,4,"Natural Gas",1572,5
"11397",1,7,1,12,4,"Natural Gas",2936,5
"11398",1,3,1,15,4,"Natural Gas",9808,2
"11399",1,3,1,10,2,"Electricity",1800,2
"11400",1,3,1,23,5,"Natural Gas",3640,1
"11401",1,1,1,15,4,"Natural Gas",4751,2
"11402",0,3,NA,14,3,"Electricity",650,3
"11403",1,5,1,12,2,"Solar",2400,2
"11404",1,2,1,9,3,"Natural Gas",801,2
"11405",1,2,1,13,2,"Fuel Oil",1066,4
"11406",1,2,1,14,2,"Natural Gas",735,2
"11407",1,1,1,6,4,"Natural Gas",748,2
"11408",2,5,1,21,3,"Natural Gas",3762,2
"11409",2,1,1,19,3,"Natural Gas",2050,7
"11410",2,4,1,19,4,"Natural Gas",1450,5
"11411",0,2,NA,12,3,"Natural Gas",1872,2
