"","NUMPC","TVCOLOR","INTRR","MONEYPY","TVRR","FUELRR","TOTSQFT","NHSLDMEM"
"534",0,1,NA,8,3,"Natural Gas",2176,1
"535",0,1,NA,2,4,"Electricity",576,1
"536",2,3,1,23,3,"Electricity",891,2
"537",0,2,NA,11,4,"Electricity",1382,2
"538",1,3,1,15,3,"Electricity",1024,2
"539",0,3,NA,10,3,"Natural Gas",1064,3
"540",4,3,1,15,3,"Electricity",1681,3
"541",0,2,NA,5,5,"Natural Gas",505,1
"542",3,4,1,21,5,"Natural Gas",2581,2
"543",3,3,1,22,3,"Natural Gas",5392,3
"544",2,3,1,11,5,"Electricity",2126,1
"545",1,2,1,22,3,"Natural Gas",1184,3
"546",1,1,1,11,2,"Natural Gas",490,1
"547",0,2,NA,8,5,"Natural Gas",3720,1
"548",0,2,NA,5,3,"Propane",828,6
"549",0,3,NA,13,5,"Electricity",1176,2
"550",0,1,NA,8,2,"Propane",1724,2
"551",1,6,1,5,4,"Natural Gas",6581,2
"552",1,2,0,6,5,"Fuel Oil",785,1
"553",0,4,NA,18,4,"Natural Gas",2812,2
"554",0,2,NA,9,3,"Natural Gas",660,5
"555",0,1,NA,8,3,"Fuel Oil",4002,1
"556",2,6,1,20,4,"Electricity",3934,6
"557",1,3,1,21,2,"Natural Gas",2496,1
"558",1,3,1,9,3,"Natural Gas",2112,2
"559",0,3,NA,7,4,"Natural Gas",691,2
"560",2,1,1,14,2,"Fuel Oil",2808,1
"561",2,2,1,5,3,"Natural Gas",818,3
"562",3,3,1,24,3,"Electricity",3288,1
"563",1,1,1,7,5,"Electricity",1459,2
"564",1,3,0,6,3,"Natural Gas",1820,2
"565",2,6,1,14,5,"Electricity",4444,1
"566",2,2,1,5,3,"Natural Gas",1029,5
"567",2,2,1,8,3,"Electricity",649,1
"568",0,2,NA,13,3,"Electricity",3634,2
"569",0,2,NA,8,3,"Natural Gas",1860,2
"570",3,1,1,23,3,"Natural Gas",2769,4
"571",1,4,1,10,2,"Natural Gas",4328,5
"572",4,3,1,24,2,"Natural Gas",3225,4
"573",1,4,1,19,5,"Electricity",3447,1
"574",3,4,1,23,2,"Natural Gas",2068,3
"575",1,2,1,12,3,"Electricity",3492,2
"576",1,1,1,12,3,"Fuel Oil",2262,2
"577",1,1,0,13,2,"Electricity",952,2
"578",2,3,1,23,4,"Natural Gas",1410,1
"579",4,3,1,14,5,"Natural Gas",3056,4
"580",3,4,1,15,1,"Electricity",2320,2
"581",1,3,1,8,4,"Fuel Oil",3046,2
"582",2,4,1,24,2,"Electricity",4116,2
"583",3,3,1,24,2,"Natural Gas",1848,2
"584",1,2,0,22,4,"Electricity",1728,2
"585",1,2,1,24,3,"Natural Gas",1272,1
"586",1,3,1,13,3,"Electricity",3800,2
"587",3,4,1,17,3,"Natural Gas",2812,2
"588",0,1,NA,8,3,"Electricity",548,2
"589",0,5,NA,12,2,"Natural Gas",1517,4
"590",2,1,1,24,2,"Natural Gas",3285,2
"591",2,2,1,12,3,"Electricity",2200,2
"592",2,3,1,24,3,"Electricity",2635,2
"593",1,2,0,8,1,"Electricity",1260,1
"594",2,2,1,22,3,"Natural Gas",1200,2
"595",1,2,1,23,3,"Natural Gas",1800,2
"596",1,2,1,6,5,"Electricity",2290,2
"597",1,2,1,8,4,"Natural Gas",1359,3
"598",1,1,1,10,5,"Natural Gas",1680,2
"599",0,3,NA,8,2,"Electricity",4920,2
"600",2,7,1,21,3,"Natural Gas",3502,4
"601",1,4,1,7,3,"Natural Gas",2244,2
"602",4,2,1,5,3,"Electricity",1043,2
"603",1,2,1,10,3,"Electricity",850,2
"604",0,2,NA,2,2,"Electricity",444,1
"605",4,1,1,7,3,"Electricity",3206,2
"606",1,2,1,15,3,"Electricity",1863,2
"607",0,2,NA,16,3,"Natural Gas",3082,2
"608",1,2,1,6,3,"Electricity",1716,2
"609",1,5,1,10,4,"Natural Gas",1843,1
"610",0,2,NA,7,2,"Fuel Oil",2885,2
"611",0,3,NA,12,3,"Natural Gas",1600,2
"612",1,1,1,9,4,"Fuel Oil",830,1
"613",1,3,1,10,3,"Natural Gas",1864,1
"614",5,2,1,24,3,"Natural Gas",9328,4
"615",1,1,1,20,3,"Natural Gas",2980,2
"616",3,4,1,13,3,"Natural Gas",3643,5
"617",1,6,1,12,5,"Natural Gas",2016,8
"618",1,2,1,18,2,"Natural Gas",3238,3
"619",1,1,1,9,2,"Natural Gas",1213,3
"620",1,4,1,13,3,"Electricity",1656,5
"621",5,3,1,24,3,"Natural Gas",2753,3
"622",1,1,0,14,1,"Natural Gas",787,1
"623",1,6,1,19,5,"Natural Gas",4308,6
"624",0,1,NA,4,1,"Electricity",1055,1
"625",1,1,1,8,3,"Natural Gas",1038,4
"626",3,2,1,15,3,"Natural Gas",2744,2
"627",3,4,1,17,5,"Propane",2736,3
"628",2,3,1,24,2,"Natural Gas",4092,3
"629",3,4,1,24,4,"Fuel Oil",4000,5
"630",1,3,1,8,3,"Natural Gas",800,1
"631",2,3,1,24,3,"Propane",2431,2
"632",1,1,1,8,2,"Electricity",646,1
"633",0,1,NA,7,2,"Electricity",2034,1
"634",1,2,1,24,3,"Electricity",1411,1
"635",2,3,1,9,2,"Electricity",1568,4
"636",1,2,1,10,3,"Natural Gas",1930,2
"637",2,2,1,3,2,"Electricity",1463,4
"638",0,3,NA,6,4,"Natural Gas",627,2
"639",2,3,1,17,2,"Natural Gas",3150,4
"640",1,4,0,5,3,"Natural Gas",1308,4
"641",0,2,NA,5,5,"Electricity",1075,2
"642",3,4,1,7,3,"Electricity",2016,5
"643",0,2,NA,11,5,"Natural Gas",569,2
"644",1,2,1,10,2,"Electricity",2702,2
"645",2,1,1,24,3,"Electricity",3740,5
"646",2,2,1,16,3,"Electricity",2183,3
"647",1,1,1,9,2,"Natural Gas",1414,2
"648",1,4,1,7,2,"Electricity",1296,3
"649",2,2,1,16,2,"Electricity",2832,1
"650",1,3,0,11,2,"Electricity",3360,2
"651",1,5,1,18,5,"Electricity",3570,2
"652",3,2,1,23,3,"Natural Gas",3235,2
"653",3,6,1,23,5,"Natural Gas",2401,5
"654",1,1,1,8,1,"Natural Gas",1260,3
"655",1,2,1,5,3,"Natural Gas",2016,3
"656",2,2,1,9,4,"Electricity",1872,4
"657",3,5,1,17,5,"Natural Gas",2530,3
"658",1,1,1,8,2,"Electricity",525,1
"659",3,4,1,17,3,"Natural Gas",1890,3
"660",1,3,1,24,4,"Electricity",2034,1
"661",0,3,NA,9,4,"Electricity",1064,4
"662",0,4,NA,14,2,"Natural Gas",3132,2
"663",1,1,1,24,2,"Natural Gas",726,2
"664",1,1,1,15,3,"Electricity",927,2
"665",0,1,NA,9,2,"Natural Gas",2382,1
"666",2,5,1,19,3,"Natural Gas",4551,5
"667",3,4,1,23,4,"Natural Gas",4859,4
"668",0,1,NA,5,2,"Natural Gas",1516,1
"669",1,1,0,10,1,"Electricity",612,1
"670",3,3,0,8,3,"Natural Gas",3717,3
"671",3,2,1,23,2,"Natural Gas",2460,4
"672",3,2,1,24,2,"Electricity",3332,4
"673",1,2,1,11,3,"Natural Gas",420,1
"674",2,4,1,12,5,"Electricity",980,3
"675",0,2,NA,5,3,"Natural Gas",527,1
"676",0,2,NA,2,2,"Natural Gas",800,8
"677",1,2,1,10,2,"Electricity",1004,1
"678",1,3,1,7,2,"Natural Gas",1610,3
"679",2,2,1,14,3,"Natural Gas",1012,4
"680",1,2,1,23,2,"Natural Gas",2745,3
"681",1,5,1,24,3,"Natural Gas",2840,2
"682",0,3,NA,10,5,"Natural Gas",1488,2
"683",2,3,1,8,2,"Electricity",998,3
"684",4,2,1,6,3,"Natural Gas",3502,1
"685",2,4,1,11,3,"Natural Gas",3440,2
"686",0,1,NA,8,5,"Electricity",1056,1
"687",2,5,1,23,2,"Natural Gas",2618,3
"688",2,5,1,23,3,"Electricity",3290,4
"689",2,2,1,10,4,"Electricity",1641,2
"690",1,3,1,19,3,"Electricity",1355,5
"691",0,2,NA,9,2,"Natural Gas",1925,1
"692",0,3,NA,11,3,"Natural Gas",3777,2
"693",0,2,NA,8,3,"Electricity",646,1
"694",1,4,1,24,4,"Natural Gas",4452,2
"695",4,4,1,15,3,"Natural Gas",3993,4
"696",4,4,1,24,3,"Electricity",3492,2
"697",3,4,1,18,2,"Electricity",1194,5
"698",1,1,1,7,1,"Natural Gas",735,1
"699",1,2,1,13,3,"Natural Gas",1102,1
"700",3,5,1,12,3,"Natural Gas",2960,5
"701",2,7,1,22,3,"Natural Gas",2877,4
"702",3,2,1,24,2,"Natural Gas",2435,4
"703",0,2,NA,1,3,"Natural Gas",1050,3
"704",1,3,0,14,4,"Natural Gas",754,1
"705",0,2,NA,8,3,"Electricity",396,1
"706",0,2,NA,24,2,"Electricity",825,1
"707",1,2,1,10,4,"Electricity",459,2
"708",2,2,1,10,4,"Natural Gas",1872,2
"709",1,1,1,7,2,"Natural Gas",552,1
"710",2,5,0,12,3,"Natural Gas",3194,3
"711",0,4,NA,12,5,"Electricity",1104,3
"712",2,2,1,11,3,"Electricity",1872,1
"713",0,1,NA,12,5,"Fuel Oil",2386,1
"714",0,2,NA,10,3,"Electricity",3584,2
"715",2,2,1,8,4,"Natural Gas",784,6
"716",1,2,0,6,2,"Electricity",711,1
"717",2,2,1,24,4,"Natural Gas",1284,2
"718",0,2,NA,9,5,"Electricity",2600,2
"719",0,3,NA,11,2,"Natural Gas",1850,2
"720",1,3,1,2,5,"Natural Gas",1290,4
"721",2,3,1,24,1,"Natural Gas",4244,3
"722",1,3,1,11,3,"Natural Gas",742,4
"723",3,4,1,17,4,"Electricity",4431,3
"724",3,4,1,21,2,"Natural Gas",3009,4
"725",1,3,1,11,4,"Propane",4136,2
"726",1,5,1,23,4,"Fuel Oil",3880,5
"727",0,1,NA,5,5,"Natural Gas",663,1
"728",2,2,1,12,3,"Electricity",700,2
"729",4,2,1,1,2,"Electricity",1219,3
"730",2,2,1,14,2,"Electricity",2177,6
"731",1,1,1,17,3,"Natural Gas",2040,1
"732",0,2,NA,24,4,"Electricity",2900,1
"733",1,2,0,10,2,"Natural Gas",885,1
"734",3,5,1,15,3,"Electricity",2428,6
"735",0,1,NA,4,2,"Electricity",596,1
"736",3,4,1,23,2,"Electricity",4702,5
"737",2,3,1,7,3,"Natural Gas",1363,4
"738",3,3,1,7,5,"Electricity",2150,4
"739",2,5,1,24,3,"Electricity",2428,1
"740",0,2,NA,21,4,"Natural Gas",3360,2
"741",0,4,NA,8,4,"Electricity",1232,3
"742",2,3,1,9,4,"Electricity",1770,3
"743",2,1,1,10,2,"Natural Gas",1039,2
"744",3,5,1,24,3,"Electricity",6700,3
"745",2,3,1,24,2,"Propane",1696,2
"746",0,2,NA,7,3,"Electricity",1680,1
"747",1,4,1,10,5,"Electricity",1920,4
"748",1,2,1,16,4,"Electricity",1754,2
"749",2,4,1,23,2,"Natural Gas",6908,4
"750",2,3,1,17,4,"Fuel Oil",4000,3
"751",2,3,1,12,4,"Fuel Oil",1114,3
"752",1,2,1,20,2,"Natural Gas",1800,3
"753",3,3,1,20,1,"Propane",3039,3
"754",1,2,1,11,2,"Electricity",1361,1
"755",1,2,1,2,3,"Electricity",3160,3
"756",0,1,NA,4,2,"Natural Gas",850,1
"757",1,1,1,16,3,"Electricity",617,1
"758",6,3,1,24,3,"Electricity",3069,3
"759",1,2,1,20,3,"Natural Gas",1989,1
"760",2,2,0,9,4,"Natural Gas",1462,2
"761",1,4,1,5,4,"Electricity",1218,3
"762",0,1,NA,6,4,"Natural Gas",2085,1
"763",0,1,NA,12,2,"Natural Gas",3016,1
"764",4,2,1,24,3,"Electricity",5161,4
"765",7,6,1,20,3,"Natural Gas",3642,5
"766",2,5,1,24,1,"Electricity",3506,2
"767",1,5,1,10,2,"Electricity",2400,2
"768",0,3,NA,7,4,"Natural Gas",2367,2
"769",2,2,1,3,4,"Electricity",854,2
"770",2,3,1,12,2,"Natural Gas",2113,3
"771",1,2,1,10,4,"Natural Gas",4158,2
"772",1,4,1,24,2,"Electricity",2400,3
"773",1,2,1,15,3,"Electricity",976,2
"774",1,1,1,16,4,"Natural Gas",4743,4
"775",0,1,NA,1,5,"Natural Gas",493,1
"776",2,4,1,7,3,"Electricity",1169,3
"777",0,2,NA,10,2,"Electricity",1224,5
"778",4,3,1,23,3,"Natural Gas",1872,4
"779",0,2,NA,1,3,"Electricity",442,3
"780",0,3,NA,10,4,"Electricity",870,3
"781",0,1,NA,4,4,"Electricity",1069,1
"782",1,4,1,12,5,"Natural Gas",1382,2
"783",2,1,1,22,2,"Natural Gas",2243,2
"784",2,3,1,1,4,"Propane",1022,3
"785",2,1,1,20,3,"Natural Gas",922,2
"786",2,3,1,8,2,"Electricity",1323,1
"787",2,2,1,17,3,"Natural Gas",1568,3
"788",1,1,1,8,2,"Natural Gas",472,1
"789",3,3,1,22,2,"Fuel Oil",2704,3
"790",2,5,1,12,3,"Electricity",1744,1
"791",0,4,NA,9,5,"Electricity",1247,3
"792",0,1,NA,12,3,"Natural Gas",464,3
"793",0,2,NA,12,5,"Natural Gas",4716,2
"794",0,4,NA,14,4,"Natural Gas",1255,4
"795",2,3,1,19,3,"Natural Gas",1440,2
"796",2,4,1,15,3,"Electricity",1216,4
"797",0,1,NA,5,3,"Natural Gas",2240,2
"798",1,1,1,9,3,"Electricity",2064,1
"799",15,2,1,23,2,"Propane",1144,2
"800",1,2,1,18,3,"Electricity",3096,4
"801",3,4,1,9,3,"Natural Gas",2200,1
"802",1,2,1,5,4,"Electricity",576,2
"803",0,2,NA,10,3,"Electricity",2388,2
"804",1,2,1,5,3,"Electricity",1913,1
"805",0,1,NA,11,3,"Electricity",2521,3
"806",0,1,NA,7,3,"Electricity",1976,1
"807",1,3,1,24,3,"Natural Gas",2114,2
"808",1,2,1,12,3,"Natural Gas",2400,2
"809",1,3,1,12,2,"Fuel Oil",2523,2
"810",2,6,1,13,1,"Natural Gas",1008,2
"811",1,4,1,14,4,"Natural Gas",2813,1
"812",0,2,NA,11,5,"Electricity",711,3
"813",0,0,NA,7,NA,"Natural Gas",744,8
"814",1,1,1,12,3,"Electricity",3777,2
"815",2,1,1,18,2,"Natural Gas",2561,1
"816",1,1,1,12,2,"Natural Gas",1584,2
"817",1,2,1,18,3,"Electricity",1683,2
"818",2,5,1,15,3,"Electricity",2754,4
"819",1,3,1,15,3,"Natural Gas",2940,4
"820",2,4,1,16,3,"Electricity",1392,5
"821",1,3,1,22,4,"Electricity",4125,2
"822",2,1,1,24,3,"Natural Gas",1860,2
"823",1,4,1,24,2,"Natural Gas",1744,2
"824",2,1,1,23,2,"Natural Gas",643,2
"825",6,4,1,21,5,"Natural Gas",1392,5
"826",2,3,1,6,3,"Electricity",1152,2
"827",1,2,1,9,2,"Natural Gas",1458,1
"828",4,2,1,9,4,"Electricity",1365,1
"829",0,2,NA,4,4,"Natural Gas",559,1
"830",1,2,1,8,3,"Electricity",720,2
"831",4,5,1,4,3,"Natural Gas",1346,4
"832",1,3,0,14,4,"Electricity",2520,2
"833",2,3,1,4,3,"Electricity",4655,2
"834",0,2,NA,6,2,"Natural Gas",1017,2
"835",1,2,0,21,4,"Electricity",649,1
"836",0,5,NA,8,4,"Natural Gas",4773,1
"837",0,1,NA,15,2,"Natural Gas",466,1
"838",1,3,1,12,1,"Natural Gas",1540,1
"839",1,4,1,22,3,"Electricity",3850,2
"840",2,4,1,24,3,"Natural Gas",5244,2
"841",2,3,1,24,4,"Natural Gas",5318,5
"842",2,0,1,6,NA,"Electricity",870,2
"843",1,4,1,9,3,"Natural Gas",2943,4
"844",2,2,1,24,2,"Natural Gas",7758,2
"845",2,4,1,19,5,"Natural Gas",2374,6
"846",0,1,NA,8,3,"Natural Gas",915,3
"847",3,1,1,23,2,"Electricity",3090,5
"848",1,3,1,12,4,"Electricity",3360,3
"849",0,2,NA,12,4,"Natural Gas",722,1
"850",1,2,1,18,3,"Propane",1702,2
"851",2,3,1,11,3,"Natural Gas",2598,2
"852",2,3,1,23,3,"Natural Gas",4788,4
"853",1,2,1,13,3,"Fuel Oil",3672,1
"854",2,1,0,5,2,"Natural Gas",787,1
"855",1,4,1,12,3,"Natural Gas",2472,5
"856",1,4,1,15,5,"Natural Gas",2349,4
"857",0,2,NA,4,3,"Natural Gas",881,2
"858",2,8,1,12,3,"Natural Gas",4712,1
"859",0,2,NA,4,3,"Electricity",1200,2
"860",1,4,1,18,2,"Electricity",1750,3
"861",1,2,1,10,4,"Natural Gas",1783,3
"862",0,2,NA,5,5,"Propane",2552,2
"863",3,3,1,12,3,"Natural Gas",1571,4
"864",3,4,1,21,4,"Natural Gas",3744,4
"865",1,3,1,8,5,"Natural Gas",1069,5
"866",2,0,0,10,NA,"Electricity",1156,1
"867",2,3,1,18,4,"Electricity",2240,3
"868",1,5,1,17,4,"Fuel Oil",2208,4
"869",1,4,1,10,3,"Electricity",4032,9
"870",0,2,NA,5,4,"Natural Gas",600,1
"871",3,2,1,11,3,"Electricity",1248,2
"872",2,2,1,6,3,"Natural Gas",1244,2
"873",2,2,1,12,1,"Electricity",1296,3
"874",1,3,1,12,3,"Natural Gas",912,6
"875",5,4,1,23,5,"Electricity",2112,3
"876",5,4,1,23,4,"Natural Gas",3036,4
"877",0,2,NA,7,4,"Propane",1548,3
"878",0,2,NA,10,2,"Electricity",1422,2
"879",1,3,1,12,3,"Electricity",1037,2
"880",1,3,1,9,4,"Natural Gas",1976,6
"881",4,4,1,24,2,"Fuel Oil",3824,5
"882",1,3,1,13,3,"Natural Gas",2788,2
"883",2,2,1,20,3,"Electricity",1616,2
"884",0,5,NA,14,5,"Natural Gas",1452,4
"885",0,3,NA,5,5,"Electricity",855,1
"886",1,4,1,12,4,"Electricity",4156,1
"887",1,4,1,18,3,"Natural Gas",4627,4
"888",1,1,1,10,5,"Natural Gas",850,3
"889",0,2,NA,4,4,"Natural Gas",788,4
"890",1,1,0,5,4,"Electricity",938,1
"891",2,4,1,23,3,"Natural Gas",4290,6
"892",5,2,1,8,3,"Electricity",6000,2
"893",0,1,NA,8,3,"Electricity",496,2
"894",6,3,1,19,2,"Electricity",5866,4
"895",1,3,1,8,3,"Electricity",797,1
"896",1,2,1,23,3,"Electricity",1600,3
"897",1,3,1,11,5,"Electricity",2386,2
"898",5,3,1,3,3,"Natural Gas",1728,4
"899",4,4,1,18,4,"Natural Gas",3040,5
"900",2,4,1,12,4,"Electricity",2819,3
"901",1,2,1,12,3,"Natural Gas",2790,3
"902",1,3,1,12,3,"Natural Gas",2704,1
"903",1,3,1,12,3,"Natural Gas",2646,1
"904",1,3,1,8,4,"Natural Gas",2160,1
"905",1,4,0,9,3,"Electricity",884,3
"906",0,3,NA,5,4,"Natural Gas",1120,4
"907",0,3,NA,5,3,"Electricity",672,4
"908",1,2,1,12,3,"Electricity",2400,2
"909",0,2,NA,9,3,"Electricity",1298,2
"910",0,2,NA,13,4,"Electricity",1842,2
"911",0,3,NA,17,3,"Electricity",2311,2
"912",1,3,1,10,3,"Electricity",1055,3
"913",1,2,1,8,2,"Electricity",1104,1
"914",2,3,1,23,3,"Electricity",3447,3
"915",2,4,1,23,3,"Natural Gas",3614,2
"916",1,3,1,15,3,"Electricity",2916,4
"917",0,2,NA,7,2,"Electricity",1824,2
"918",2,4,1,20,3,"Electricity",6676,2
"919",1,2,1,11,3,"Natural Gas",2262,2
"920",1,1,1,4,2,"Natural Gas",926,3
"921",6,3,1,24,2,"Natural Gas",3853,4
"922",0,2,NA,6,2,"Natural Gas",735,3
"923",1,1,1,8,4,"Natural Gas",1258,7
"924",3,3,1,11,2,"Electricity",3388,3
"925",1,2,1,23,3,"Natural Gas",1116,3
"926",1,1,1,5,5,"Natural Gas",624,1
"927",0,2,NA,12,5,"Electricity",1600,2
"928",3,3,1,6,3,"Natural Gas",2304,1
"929",2,4,1,15,5,"Electricity",3240,3
"930",1,4,1,9,3,"Natural Gas",1424,4
"931",3,4,1,16,3,"Natural Gas",3286,3
"932",1,1,1,7,3,"Natural Gas",960,2
"933",0,4,NA,4,3,"Electricity",1232,6
"934",3,4,1,7,4,"Electricity",2238,4
"935",2,4,1,24,2,"Natural Gas",3174,2
"936",1,3,1,11,4,"Natural Gas",3017,2
"937",1,2,1,12,3,"Natural Gas",2399,1
"938",2,2,1,6,3,"Natural Gas",762,3
"939",1,6,1,15,3,"Fuel Oil",1734,3
"940",4,5,1,19,5,"Natural Gas",1960,4
"941",1,1,1,4,2,"Natural Gas",544,1
"942",0,1,NA,11,2,"Electricity",3098,5
"943",2,3,1,12,3,"Natural Gas",2180,3
"944",5,6,1,23,4,"Electricity",6185,3
"945",2,1,1,18,2,"Natural Gas",4140,2
"946",0,1,NA,2,2,"Electricity",568,5
"947",2,2,1,14,2,"Natural Gas",5043,2
"948",1,2,0,18,3,"Electricity",3640,3
"949",0,2,NA,8,2,"Natural Gas",966,3
"950",2,1,1,10,3,"Electricity",1596,1
"951",1,4,1,24,3,"Natural Gas",3024,2
"952",1,3,1,15,4,"Natural Gas",2184,3
"953",0,2,NA,7,3,"Natural Gas",506,4
"954",1,1,1,15,3,"Electricity",2056,2
"955",1,7,1,13,3,"Natural Gas",2460,4
"956",2,0,1,7,NA,"Natural Gas",1650,3
"957",1,4,1,14,3,"Natural Gas",1510,7
"958",2,5,1,13,2,"Electricity",2300,3
"959",4,5,1,24,3,"Natural Gas",2760,4
"960",0,3,NA,8,5,"Natural Gas",3200,2
"961",1,3,1,23,2,"Natural Gas",4325,4
"962",0,1,NA,6,3,"Natural Gas",446,2
"963",0,2,NA,7,4,"Natural Gas",1662,2
"964",5,7,1,24,3,"Electricity",8064,3
"965",3,3,1,15,5,"Electricity",1280,3
"966",2,7,1,24,3,"Natural Gas",6774,2
"967",1,2,1,24,3,"Electricity",2868,2
"968",2,2,1,21,5,"Natural Gas",3404,3
"969",1,4,0,3,2,"Natural Gas",1659,5
"970",0,3,NA,13,4,"Electricity",2802,2
"971",1,3,1,16,4,"Electricity",1237,3
"972",1,4,1,4,2,"Natural Gas",1452,8
"973",0,2,NA,12,4,"Electricity",1910,2
"974",1,3,1,1,2,"Electricity",4022,2
"975",2,1,1,12,3,"Electricity",2465,2
"976",1,4,1,8,4,"Electricity",1275,4
"977",2,3,1,9,5,"Electricity",1138,1
"978",2,3,1,24,3,"Natural Gas",2548,3
"979",1,2,1,5,4,"Natural Gas",1472,1
"980",1,2,1,12,3,"Electricity",1899,2
"981",3,4,1,23,2,"Fuel Oil",3630,3
"982",1,3,1,19,5,"Natural Gas",1620,5
"983",2,3,1,24,2,"Natural Gas",1600,2
"984",2,1,1,24,4,"Natural Gas",2279,2
"985",3,4,1,23,3,"Natural Gas",3990,6
"986",1,3,0,9,3,"Natural Gas",2128,7
"987",2,3,1,15,1,"Electricity",5628,3
"988",1,1,1,16,3,"Electricity",1840,2
"989",2,2,1,9,3,"Natural Gas",1251,2
"990",0,1,NA,9,3,"Natural Gas",1276,5
"991",4,2,1,15,1,"Natural Gas",1316,3
"992",1,2,1,24,3,"Natural Gas",3880,2
"993",0,2,NA,15,3,"Natural Gas",1105,1
"994",1,2,1,7,3,"Propane",2388,2
"995",3,3,1,20,3,"Electricity",1044,2
"996",1,2,1,12,3,"Electricity",1100,1
"997",1,4,1,23,2,"Electricity",1395,2
"998",1,3,1,7,3,"Natural Gas",3479,3
"999",2,2,1,23,3,"Natural Gas",1346,3
"1000",1,2,1,7,2,"Natural Gas",816,1
"1001",2,2,1,15,3,"Electricity",1280,4
"1002",2,1,1,23,2,"Electricity",4152,4
"1003",0,1,NA,5,3,"Electricity",660,1
"1004",1,2,1,5,4,"Natural Gas",815,1
"1005",1,2,1,24,2,"Natural Gas",4438,4
"1006",0,2,NA,14,2,"Natural Gas",512,3
"1007",1,3,1,23,3,"Electricity",3000,4
"1008",2,2,1,20,3,"Fuel Oil",2214,2
"1009",1,2,1,9,4,"Electricity",1062,1
"1010",0,1,NA,6,3,"Natural Gas",1820,1
"1011",0,2,NA,11,2,"Electricity",1500,4
"1012",1,3,0,7,2,"Natural Gas",540,2
"1013",1,3,1,19,4,"Electricity",1827,3
"1014",1,4,1,12,4,"Natural Gas",1200,5
"1015",2,2,1,17,2,"Electricity",1323,2
"1016",4,9,1,24,3,"Electricity",2550,6
"1017",2,5,1,17,2,"Natural Gas",4620,4
"1018",1,3,1,11,2,"Natural Gas",4440,1
"1019",0,1,NA,12,5,"Electricity",3840,1
"1020",3,2,1,13,2,"Electricity",4162,1
"1021",2,5,1,13,3,"Natural Gas",2826,5
"1022",0,2,NA,14,2,"Natural Gas",552,1
"1023",1,3,1,20,3,"Natural Gas",7800,2
"1024",0,3,NA,10,3,"Electricity",1519,2
"1025",1,3,1,5,4,"Natural Gas",1240,1
"1026",2,2,1,11,3,"Natural Gas",2152,2
"1027",0,2,NA,12,3,"Natural Gas",1322,3
"1028",8,2,1,14,1,"Fuel Oil",4262,2
"1029",5,1,1,19,3,"Natural Gas",2016,2
"1030",2,2,1,14,3,"Natural Gas",2664,2
"1031",0,1,NA,2,5,"Natural Gas",1299,2
"1032",1,4,1,17,2,"Electricity",1550,4
"1033",5,5,1,19,5,"Fuel Oil",5090,5
"1034",0,4,NA,7,2,"Natural Gas",1140,1
"1035",0,1,NA,9,3,"Natural Gas",649,1
"1036",0,1,NA,7,2,"Electricity",2400,1
"1037",2,1,1,11,4,"Natural Gas",741,2
"1038",4,5,1,13,4,"Natural Gas",5250,1
"1039",2,2,1,14,4,"Electricity",2372,2
"1040",1,2,0,5,5,"Natural Gas",840,1
"1041",1,4,1,5,3,"Fuel Oil",894,5
"1042",1,0,1,7,NA,"Natural Gas",1177,1
"1043",1,1,1,1,4,"Natural Gas",663,1
"1044",1,0,1,15,NA,"Natural Gas",1109,1
"1045",0,2,NA,7,3,"Propane",768,2
"1046",0,1,NA,5,4,"Natural Gas",860,1
"1047",1,2,1,20,4,"Natural Gas",1896,3
"1048",2,3,1,21,2,"Electricity",3033,3
"1049",0,5,NA,5,2,"Natural Gas",1118,11
"1050",0,2,NA,12,2,"Electricity",1973,3
"1051",1,3,1,22,3,"Natural Gas",2662,3
"1052",2,3,1,24,2,"Natural Gas",4895,3
"1053",1,4,1,24,2,"Electricity",7954,2
"1054",1,1,1,23,2,"Natural Gas",1687,5
"1055",2,2,1,10,2,"Electricity",900,1
"1056",2,3,1,24,3,"Natural Gas",7532,6
"1057",2,3,1,22,3,"Natural Gas",4680,2
"1058",1,1,1,16,2,"Natural Gas",1414,2
"1059",6,1,1,16,3,"Natural Gas",1774,3
"1060",1,2,1,22,2,"Natural Gas",1419,1
"1061",1,2,0,1,2,"Natural Gas",1454,1
"1062",1,2,1,10,2,"Electricity",1456,1
"1063",2,2,1,23,2,"Fuel Oil",1504,4
"1064",1,3,1,9,3,"Natural Gas",2470,1
"1065",2,2,1,24,3,"Natural Gas",3500,2
"1066",1,1,1,14,1,"Electricity",1768,1
"1067",3,4,1,19,3,"Electricity",2132,2
"1068",2,1,1,11,3,"Natural Gas",3102,2
"1069",0,2,NA,6,3,"Electricity",1208,2
"1070",1,1,1,12,2,"Natural Gas",909,1
"1071",2,2,1,24,3,"Fuel Oil",4828,5
"1072",0,3,NA,5,3,"Propane",747,6
"1073",2,1,1,8,5,"Electricity",717,1
"1074",0,2,NA,1,5,"Natural Gas",518,1
"1075",1,3,1,23,2,"Natural Gas",2000,3
"1076",0,3,NA,7,2,"Natural Gas",2975,1
"1077",1,4,1,10,3,"Electricity",1274,1
"1078",5,9,1,14,4,"Propane",5172,6
"1079",2,6,1,9,3,"Natural Gas",2885,2
"1080",1,4,1,23,5,"Natural Gas",2852,3
"1081",1,2,1,12,3,"Electricity",1596,2
"1082",1,5,1,11,5,"Natural Gas",1961,4
